REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,"2014/04/16 13:00:00",8205.57,48.82,TRADE
NSW1,"2014/04/16 13:30:00",8233.41,48.71,TRADE
NSW1,"2014/04/16 14:00:00",8238.49,48.77,TRADE
NSW1,"2014/04/16 14:30:00",8267.96,48.67,TRADE
NSW1,"2014/04/16 15:00:00",8235.76,48.74,TRADE
NSW1,"2014/04/16 15:30:00",8267.66,49.15,TRADE
NSW1,"2014/04/16 16:00:00",8301.23,48.67039,PD
NSW1,"2014/04/16 16:30:00",8348.39,48.67039,PD
NSW1,"2014/04/16 17:00:00",8432.17,48.67039,PD
NSW1,"2014/04/16 17:30:00",8513.1,48.67039,PD
NSW1,"2014/04/16 18:00:00",8778.4,48.67039,PD
NSW1,"2014/04/16 18:30:00",8871.85,48.67039,PD
NSW1,"2014/04/16 19:00:00",8721.15,48.67039,PD
NSW1,"2014/04/16 19:30:00",8423.06,48.67039,PD
NSW1,"2014/04/16 20:00:00",8187.1,48.67039,PD
NSW1,"2014/04/16 20:30:00",8035.02,48.67039,PD
NSW1,"2014/04/16 21:00:00",7849.71,48.65,PD
NSW1,"2014/04/16 21:30:00",7673.71,48.65,PD
NSW1,"2014/04/16 22:00:00",7484.47,48.65,PD
NSW1,"2014/04/16 22:30:00",7573.81,48.65,PD
NSW1,"2014/04/16 23:00:00",7493.68,48.67039,PD
NSW1,"2014/04/16 23:30:00",7454.92,48.65,PD
NSW1,"2014/04/17 00:00:00",7374.45,48.67039,PD
NSW1,"2014/04/17 00:30:00",7247.46,48.65,PD
NSW1,"2014/04/17 01:00:00",7051.55,48.6,PD
NSW1,"2014/04/17 01:30:00",6851.61,48.00036,PD
NSW1,"2014/04/17 02:00:00",6626.63,46.95122,PD
NSW1,"2014/04/17 02:30:00",6322.87,44.38472,PD
NSW1,"2014/04/17 03:00:00",6114,44.02007,PD
NSW1,"2014/04/17 03:30:00",5970.51,43.42157,PD
NSW1,"2014/04/17 04:00:00",5895.63,43.3,PD
NSW1,"2014/04/17 04:30:00",5913.3,43.3,PD
NSW1,"2014/04/17 05:00:00",5993.63,43.40121,PD
NSW1,"2014/04/17 05:30:00",6220.6,43.6608,PD
NSW1,"2014/04/17 06:00:00",6473.81,44.60002,PD
NSW1,"2014/04/17 06:30:00",6940.4,46.31761,PD
NSW1,"2014/04/17 07:00:00",7289.38,48.6,PD
NSW1,"2014/04/17 07:30:00",7502.3,48.67039,PD
NSW1,"2014/04/17 08:00:00",7771.72,48.67039,PD
NSW1,"2014/04/17 08:30:00",7953.78,48.67039,PD
NSW1,"2014/04/17 09:00:00",8055.87,48.67039,PD
NSW1,"2014/04/17 09:30:00",8164.72,48.67039,PD
NSW1,"2014/04/17 10:00:00",8215.82,48.67039,PD
NSW1,"2014/04/17 10:30:00",8249.07,48.67039,PD
NSW1,"2014/04/17 11:00:00",8249.66,48.67039,PD
NSW1,"2014/04/17 11:30:00",8201.21,48.67039,PD
NSW1,"2014/04/17 12:00:00",8194.65,48.67039,PD
NSW1,"2014/04/17 12:30:00",8195.21,48.67039,PD
NSW1,"2014/04/17 13:00:00",8189.89,48.67039,PD
NSW1,"2014/04/17 13:30:00",8187.74,48.67039,PD
NSW1,"2014/04/17 14:00:00",8198.87,48.67039,PD
NSW1,"2014/04/17 14:30:00",8198.24,48.67039,PD
NSW1,"2014/04/17 15:00:00",8200.39,48.67039,PD
NSW1,"2014/04/17 15:30:00",8202.51,48.67039,PD
NSW1,"2014/04/17 16:00:00",8225.76,48.67039,PD
NSW1,"2014/04/17 16:30:00",8277.15,48.67039,PD
NSW1,"2014/04/17 17:00:00",8398.63,48.67039,PD
NSW1,"2014/04/17 17:30:00",8527.83,48.67039,PD
NSW1,"2014/04/17 18:00:00",8835.04,49.57,PD
NSW1,"2014/04/17 18:30:00",8953.71,52.88008,PD
NSW1,"2014/04/17 19:00:00",8823.09,52.88008,PD
NSW1,"2014/04/17 19:30:00",8553.13,48.67039,PD
NSW1,"2014/04/17 20:00:00",8334.17,48.67039,PD
NSW1,"2014/04/17 20:30:00",8154.92,48.67039,PD
NSW1,"2014/04/17 21:00:00",7970.11,48.67039,PD
NSW1,"2014/04/17 21:30:00",7757.9,48.65,PD
NSW1,"2014/04/17 22:00:00",7555.19,48.65,PD
NSW1,"2014/04/17 22:30:00",7643.83,48.67039,PD
NSW1,"2014/04/17 23:00:00",7559.07,48.67039,PD
NSW1,"2014/04/17 23:30:00",7505.31,48.65,PD
NSW1,"2014/04/18 00:00:00",7407.82,48.65,PD
NSW1,"2014/04/18 00:30:00",7251.14,48.65,PD
NSW1,"2014/04/18 01:00:00",7023.69,48.6,PD
NSW1,"2014/04/18 01:30:00",6800.44,48.6,PD
NSW1,"2014/04/18 02:00:00",6550.6,46.78,PD
NSW1,"2014/04/18 02:30:00",6235.26,43.90007,PD
NSW1,"2014/04/18 03:00:00",5981.06,42.99007,PD
NSW1,"2014/04/18 03:30:00",5786.9,41.61548,PD
NSW1,"2014/04/18 04:00:00",5661.3,41.13,PD
